AACHEN	アーヘン
KRASUCKI	クラジュキ
KRASZEWSKI	クラシェフスキ
KRATZ	クラッツ
KRATZMANN	クラッツマン
KRAUS	クラウス
KRAUSE	クラウセ
KRAUSS	クラウス
KRAUSZ	クラウス
KRAUTER	クラウター
KRAUZE	クラウゼ
KRAVCHENKO	クラフチェンコ
KRAVTSOV	クラフツォフ
KRECH	クレッチ
KREGER	クリーガー
KREHL	クレール
KREIBIG	クライビヒ
KREIDER	クレイダー
KREIGER	クリーガー
KREIN	クレイン
KREINER	クライナー
KREIS	クライス
KREISLER	クライスラー
KREITH	クレイス
KREJSA	クレイサ
KREMER	クレマー
KREPS	クレプス
KRETSCHMER	クレッチメル
KRETZENBACHER	クレッツェンバッハー
KRETZSCHMAR	クレッチュマー
KREUGER	クロイガー
KREUTZER	クロイツァー
KREUZER	クロイツァー
KREUZIGER	クロイツィガー
KRIEG	クリーグ
KRIEGEL	クリエジェル
KRIEGER	クリーガー
KRIESEL	クリーセル
KRILOVICI	クリロビチ
KRIM	クリム
KRIMSKY	クリムスキー
KRIPALANI	クリパラーニ
KRIPPENDORFF	クリッペンドルフ
KRIPS	クリプス
KRISHER	クリッシャー
KRISHNA	クリシュナ
KRISHNAN	クリシュナン
KRISTAL	クリスタル
KRISTIANSEN	クリステンセン
KRISTIN	クリスティン
KRISTOFFER	クリストファー
KRISTOFFERSON	クリストファーソン
KRISTOL	クリストル
KRIVCHENYA	クリフチェーニャ
KRIVINE	クリビーヌ
KRIVOSHEIN	クリボシェイン
KRIVTSOV	クリフツォフ
KRIWET	クリーベット
KROC	クロック
KROEBER	クローバー
KROEHLER	クレーラ
KROEMER	クレーマー
KROESCHELL	クレッシェル
KROG	クローグ
KROGH	クローグ
KROHG	クローグ
KROHN	クローン
KROL	クロール
KROM	クロム
KROMAYER	クローマイアー
KROMER	クローマー
KRON	クロン
KRONBERGER	クロンベルガー
KRONECKER	クロネッカー
KRONENBERG	クローネンベルク
KRONER	クローナー
KRONHAUSEN	クロンハウゼン
KROYER	クロイヤー
KRSTULOVIC	クルストロビッチ
KRUCZKOWSKI	クルチコフスキー
KRUEGER	クリューガー
KRUG	クルーグ
KRUGER	クリューガー
KRUISINGA	クロイシンハ
KRUMBACH	クルムバッハ
KRUMMACHER	クルマッハー
KRUMP	クルンプ
KRUMPER	クルンパー
KRUPA	クルーパ
KRUPP	クルップ
KRUPSKAYA	クルプスカヤ
KRUSCHKE	クラスチケ
KRUSEN	クルーゼン
KRUTCH	クルーチ
KRUZ	クルツ
KRUZENSHTERN	クルゼンシテルン
KRYGER	クライガー
KRYLENKO	クルィレンコ
KRYMOV	クルイモフ
KRYUCHKOV	クリュチコフ
KUBELIK	クーベリク
KUBELKA	クベルカ
KUBICEK	クビチェク
KUBIE	キュビー
KUBIN	クービン
KUBISCH	クビッシュ
KUBISTA	クビシタ
KUBRICK	キューブリック
KUCHARSKY	クハルスキイ
KUCZYNSKI	クチンスキー
KUDLINSKI	カドリンスキー
KUDRIAVTSEV	クドリャフツェフ
KUEBLER	キューブラー
KUEHN	キューン
KUEN	キュン
KUENEN	キューネン
KUGEL	キューゲル
KUGLER	クーグラー
KUH	クウ
KUHL	クール
KUHLMANN	クールマン
KUHN	キューン
KUHNAU	クーナウ
KUIBYSHEV	クーイブイシェフ
KUIPER	カイパー
KULDIP	クルディップ
KULENKAMPFF	クーレンカンプ
KULIBIN	クリービン
KULIDZHANOV	クリジャーノフ
KULIK	クーリック
KULIKOV	クリコフ
KULLE	キューレ
KULLMAN	クルマン
KULLMANN	カルマン
KULP	カルプ
KUMAR	クマール
KUMMER	クンマー
KUNC	クンツ
KUNDT	クント
KUNERT	クーネルト
KUNG	クン
KUNKEL	クンケル
KUNNAS	クンナス
KUNO	クノー
KUNST	クンスト
KUNZ	クンツ
KUNZE	クンツェ
KUPALA	クパーラ
KUPER	クーパー
KUPFERBERG	クプフェルバーグ
KUPFFER	クップフェル
KUPKA	クプカ
KUPRIN	クプリーン
KURANOV	クラーノフ
KURCHATOV	クルチャートフ
KURDIUMOV	クルジュモフ
KURENNIEMI	クレンニエミ
KURKA	クルカ
KURLBAUM	クルルバウム
KURSK	クルスク
KURT	カート
KURTH	クルト
KURTZ	クルツ
KURZ	クルツ
KUSCH	クッシュ
KUSCHE	クシェ
KUSCHINSKY	クシンスキー
KUSHNER	クシュナー
KUTSCHER	クッチャー
KUTTER	クッター
KUTTNER	クトナー
KUTUZOV	クトゥーゾフ
KUUSINEN	クーシネン
KUWAIT	クウェート
KUYPER	カイパー
KUZMA	クズマ
KUZNETS	クズネッツ
KVAPIL	クワピル
KWASNIEWSKI	クワシニエフスキ
KYEMBA	キエンバ
KYES	カイズ
KYLE	カイル
KYLIAN	キリアン
KYNASTON	キナストン
KYNDEL	キンデル
LABADIE	ラバディ
LABAN	ラバン
LABIB	ラビブ
LABIN	ラバン
LABOCCETTA	ラボチェッタ
LABOR	レーバー
LABRADOR	ラブラドル
LABUAN	ラブアン
LACAILLE	ラカイユ
LACAMBRE	ラカンブル
LACAN	ラカン
LACAZE	ラカーズ
LACERDA	ラセルダ
LACEY	レイシー
LACH	ラック
LACHAISE	ラッシェーズ
LACHELIER	ラシュリエ
LACHMAN	ラクマン
LACHMANN	ラハマン
LACHNER	ラハナー
LACK	ラック
LACKNER	ラックナー
LACOMBE	ラコンブ
LACOUR	ラクール
LACY	レーシー
LADA	ラダ
LADEJINSKY	ラデジンスキー
LADENBURG	ラーデンブルク
LADISLAS	ラディスラス
LADISLAV	ラディスラフ
LADYSMITH	レディスミス
LAEMMLE	レムレ
LAERMANS	ラールマンス
LAFCADIO	ラフカディオ
LAFFER	ラッファー
LAFFERTY	ラファティ
LAFFIN	ラフィン
LAFFITTE	ラフィット
LAFITAU	ラフィトー
LAFITTE	ラフィート
LAFON	ラフォン
LAFONT	ラフォン
LAFONTAINE	ラフォンテーヌ
LAFORET	ラフォレ
LAFORGUE	ラフォルグ
LAFRENSEN	ラフレンセン
LAGARDE	ラガルド
LAGER	レーガー
LAGERKVIST	ラーゲルクビスト
LAGERSPETZ	ラーゲルスペッツ
LAGET	ラジェ
LAGLENNE	ラグラン
LAGOS	ラゴス
LAGRANGE	ラグランジュ
LAGU	ラグ
LAGUTIN	ラグチン
LAHEY	レイヒ
LAHNSTEIN	ラーンシュタイン
LAHORE	ラホール
LAHR	ラー
LAHTI	ラーティ
LAI	レイ
LAIDLAW	レイドロー
LAIDLER	レイドラー
LAINE	ライネ
LAINEZ	ライネス
LAING	ラング
LAIRD	レアド
LAIRES	ライリス
LAISTNER	レィスナー
LAITHWAITE	レイスウェイト
LAJOINIE	ラジョワニ
LAJOLO	ラヨロ
LAJOVIC	ラヨビチ
LAKANAL	ラカナル
LAKAS	ラカス
LAKATOS	ラカトシュ
LAKE	レーク
LAKSHMI	ラクシュミ
LALE	ララ
LALLY	ラリー
LAM	ラム
LAMA	ラーマ
LAMAN	レーマン
LAMAR	ラマー
LAMARE	ラメアー
LAMARR	ラマール
LAMARTINE	ラマルチーヌ
LAMAZE	ラマーズ
LAMB	ラム
LAMBERT	ランベール
LAMBETH	ランベス
LAMBOURNE	ランボルン
LAMBROS	ランブロス
LAMBTON	ラムトン
LAMBUTH	ランバス
LAMM	ラム
LAMMERS	ラマース
LAMOITIER	ラモワティエール
LAMOND	ラモンド
LAMONT	ラモント
LAMORISSE	ラモリス
LAMOTTE	ラモット
LAMOUR	ラムーア
LAMOUREUX	ラムルー
LAMPERT	ランパート
LAMPI	ランピ
LAMPILA	ランピラ
LAMPIN	ランパン
LAMPMAN	ランプマン
LAMPRECHT	ランプレヒト
LAMPSON	ランプソン
LAMPUGNANI	ラムプニャーニ
LAMSDORF	ラムズドルフ
LAMY	ラミ
LAN	ドック
LANA	ラーナ
LANCASHIRE	ランカシャー
LANCASTER	ランカスター
LANCE	ランス
LANCELOT	ランスロ
LANCHESTER	ランチェスター
LANCRENON	ランクルノン
LANCZOS	ランチョシュ
LAND	ランド
LANDA	ランダ
LANDAU	ランダウ
LANDAUER	ランダウアー
LANDEN	ランデン
LANDER	ランダー
LANDES	ランデス
LANDGREBE	ラントグレーベ
LANDI	ランディ
LANDINO	ランディーノ
LANDIS	ランディス
LANDO	ランド
LANDOLFI	ランドルフィ
LANDOLT	ランドルト
LANDON	ランドン
LANDOR	ランダー
LANDRETH	ランドレス
LANDRIGAN	ランドリガン
LANDRUM	ランドラム
LANDRY	ランドリー
LANDSBERG	ランズバーグ
LANDSBERGER	ランツベルガー
LANDSEER	ランドシーア
LANDSMAN	ランドマン
LANDSTEINER	ランドシュタイナー
LANDY	ランディ
LANE	レーン
LANES	レインズ
LANG	ランク
LANGBEIN	ラングバイン
LANGDELL	ラングデル
LANGDON	ラングドン
LANGE	ランゲ
LANGEN	ランゲン
LANGENBECK	ランゲンベック
LANGENDORFF	ランゲンドルフ
LANGENFASS	ランゲンファス
LANGENHOVEN	ランゲンホーフェン
LANGER	レーンジャー
LANGEWIESCHE	ランゲビーシェ
LANGFELD	ラングフェルド
LANGHAMMER	ラングハマー
LANGHANS	ラングハンス
LANGIEWICZ	ランギェウィチ
LANGLAND	ラングランド
LANGLEY	ラングリー
LANGMAN	ラングマン
LANGMUIR	ラングミュア
LANGNER	ラングナー
LANGSTON	ラングストン
LANGSTROTH	ラングストロース
LANGTOFT	ラングトフト
LANGTON	ラントン
LANGUEDOC	ラングドック
LANIEL	ラニエル
LANIER	ラニア
LANIGAN	ラニガン
LANKESTER	ランケスター
LANNER	ランナー
LANNES	ランヌ
LANNING	ランニング
LANOUX	ラヌー
LANSDOWNE	ランズダウン
LANSFORD	ランズフォード
LANSING	ランシング
LANSON	ランソン
LANTZ	ランツ
LANVIN	ランバン
LANZ	ランツ
LANZA	ランツァ
LAO	ラーオ
LAOS	ラオス
LAPENNA	ラペンナー
LAPEYRETTE	ラペイレット
LAPICQUE	ラピック
LAPIE	ラピー
LAPIERRE	ラピエール
LAPIN	ラービン
LAPLACE	ラプラス
LAPLANCHE	ラプランシュ
LAPLANTE	ラプラント
LAPOINTE	ラポワント
LAPOUGE	ラプージュ
LAPP	ラップ
LAPPAS	ラパス
LAPTEV	ラプチェフ
LARA	ララ
LARDNER	ラードナー
LAREDO	ラレド
LARICHEV	ラリチェフ
LARIN	ラーリン
LARIONOV	ラリォノフ
LARIONOVA	ラリオノワ
LARIVEY	ラリベー
LARKIN	ラーキン
LARMINAT	ラルミナ
LARMOR	ラーモア
LAROCHE	ラロシュ
LAROQUE	ラロック
LARRABEE	ララビー
LARRETA	ラレータ
LARS	ラルス
LARSEN	ラーセン
LARSON	ラーソン
LARSSON	ラルソン
LASCH	ラッシュ
LASH	ラッシュ
LASHA	ラシャ
LASHLEY	ラシュリー
LASKER	ラスカー
LASKI	ラスキ
LASKOWSKI	ラスコースキー
LASSALLE	ラサル
LASSBERG	ラスベルク
LASSE	ラッセ
LASSELL	ラッセル
LASSEN	ラッセン
LASSERRE	ラセール
LASSO	ラッソー
LASSON	ラッソン
LASSWELL	ラズウェル
LAST	ラースト
LASTMAN	ラストマン
LATEEF	ラティーフ
LATEINER	ラタイナー
LATHAM	レイサム
LATHOM	レイソム
LATIMER	ラティマー
LATOSZEWSKI	ラトシェフスキ
LATOUCHE	ラトゥーシュ
LATOUR	ラトゥール
LATOURETTE	ラトゥレット
LATTA	ラタ
LATTIMORE	ラティモア
LATTUADA	ラットゥアーダ
LATVIA	ラトビア
LATYNINA	ラチニナ
LATYSHEV	ラティシェフ
LAU	ロー
LAUBER	ローバー
LAUD	ロード
LAUDA	ラウダ
LAUDE	ロード
LAUDER	ローダー
LAUDERDALE	ローダデール
LAUDON	ラウドン
LAUER	ラウア
LAUFER	ラウファー
LAUGHLIN	ラフリン
LAUGHTON	ロートン
LAUMONIER	ロモニエ
LAUNAY	ローネー
LAUNER	ラウナー
LAUR	ラウル
LAURA	ローラ
LAURANCE	ローランス
LAURE	ロール
LAUREN	ローレン
LAURENCE	ローランス
LAURENCIN	ローランサン
LAURENS	ロレンス
LAURENT	ローレント
LAURENTS	ローレンツ
LAURICH	ラウリヒ
LAURIE	ローリー
LAURIER	ローリエ
LAURITZEN	ラウリッツェン
LAUSSEDAT	ロスダ
LAUSTER	ラウスター
LAUTENBACHER	ラウテンバッハー
LAUTENSACH	ラウテンザッハ
LAUTNER	ロートネル
LAUWERYS	ラワリーズ
LAUZUN	ローザン
LAVAL	ラバル
LAVEDAN	ラブダン
LAVELLE	ラベル
LAVELLI	ラベリ
LAVER	レーバー
LAVERAN	ラブラン
LAVERNE	ラバーン
LAVERY	レイバリー
LAVI	ラビ
LAVIGERIE	ラビジュリー
LAVIN	ラビン
LAVINE	ラビン
LAVINGTON	ラビントン
LAVINIA	ラビニア
LAVOISIER	ラボアジエ
LAVON	ラボン
LAW	ロウ
LAWI	ラーウィ
LAWSON	ローソン
LAWTON	ロートン
LAY	レイ
LAYE	ライエ
LAYTON	レイトン
LAZAR	ラザー
LAZAREV	ラザレフ
LAZARSFELD	ラザースフェルド
LAZARUS	ラザルス
LEA	リー
LEAD	リード
LEAN	リーン
LEANDER	レアンダー
LEAPMAN	リープマン
LEARY	リアリー
LEATHAM	リーザム
LEBANON	レバノン
LEBEDEV	レベデフ
LEBEDEVA	レベデワ
LEBER	レーバー
LEBOEUF	ルブーフ
LEBRUN	ルブラン
LECA	ルカ
LECAILLON	ルカイヨン
LECHER	レッヒャー
LECHNER	レチナー
LECKY	レッキー
LECOURT	ルクール
LECUONA	レクオーナ
LEDEEN	レディーン
LEDERBERG	レーダーバーグ
LEDIN	レディン
LEDOUX	ルドゥー
LEDUC	ルデュック
LEEDS	リーズ
LEENA	レーナ
LEEUW	レーウ
LEEUWENHOEK	レーウェンフク
LEFAUCHEUX	ルフォシオ
LEFEBVRE	ルフェーブル
LEFFLER	レフラー
LEFKOVITS	レフコビッツ
LEFORT	ルフォー
LEFUEL	ルフュエル
LEGAT	レガート
LEGENT	レゲント
LEGER	リージャー
LEGEZA	レゲザ
LEGGIO	レジオ
LEGIEN	レジェン
LEGINSKA	レジンスカ
LEGMAN	レグマン
LEGOUIS	ルグイ
LEHAN	レーハン
LEHIGH	レヒ
LEHMBRUCK	レームブルック
LEHMKUHL	レームクール
LEHNER	レーナー
LEHNHARDT	レーンハルト
LEHNING	レーニング
LEHTINEN	レヒティネン
LEHTO	レヒト
LEIBOVITZ	リーボビッツ
LEICESTER	レスター
LEIF	ライフ
LEIFS	レーフス
LEIGHTON	レイトン
LEIJONHUFVUD	レィヨンフーブッド
LEILA	レイラ
LEIMBACH	ライムバハ
LEIMER	ライマー
LEINBERGER	ラインベルガー
LEINFELDER	ラインフェルダー
LEININGER	レイニンガー
LEINO	レイノ
LEIP	ライプ
LEIPZIG	ライプチヒ
LEISEGANG	ライゼガング
LEITH	レイス
LEITMANN	ライトマン
LEITNER	ライトナー
LEITZ	ライツ
LEJEUNE	ルジュヌ
LEJSEK	レイセク
LEKACHMAN	レカッチマン
LEKAIN	ルカン
LEKHANYA	レハンヤ
LELE	レレ
LELEWEL	レレウェル
LELIO	レリオ
LELOUCH	ルルーシュ
LEM	レム
LEMAIRE	ルメール
LEMAISTRE	ルメートル
LEMAITRE	ルメートル
LEMARCHAND	ルマーチャンド
LEMARE	レメーア
LEMESHEV	レメシェフ
LEMKE	レムケ
LEMME	レム
LEMMER	レンマー
LEMNITZER	レムニツァー
LEMOINE	ルモワーヌ
LEMONNIER	ルモニエ
LEMOYNE	ルモアーヌ
LEN	レン
LENARD	レナルト
LENART	レナルト
LENAU	レーナウ
LENDVAI	レンドバイ
LENEL	レーネル
LENFANT	ランファン
LENICA	レニツァ
LENIHAN	レニハン
LENIN	レーニン
LENK	レンク
LENNART	レナルト
LENNEP	レネップ
LENNIE	レニー
LENNIG	レニッヒ
LENNON	レノン
LENNOX	レノックス
LENO	リーノー
LENOIR	ルノアール
LENORMAND	ルノルマン
LENORMANT	ルノルマン
LENOX	レノックス
LENSKI	レンスキー
LENT	レント
LENTHALL	レントール
LENTZ	レンツ
LENZ	レンズ
LENZI	レンツィ
LENZNER	レンツナー
LEO	レオネ
LEOCADIO	レオカディオ
LEON	レオン
LEONARD	レナード
LEONCAVALLO	レオンカバロ
LEONE	レオネ
LEONETTI	レオネッティ
LEONHARD	レナード
LEONHARDT	レオンハルト
LEONI	レオーニ
LEONID	レオニード
LEONIDOV	レオニードフ
LEONORA	レオノーラ
LEONORE	レオノーレ
LEONOV	レオーノフ
LEONTIEV	レオーンチエフ
LEOPARDI	レオパルディ
LEOPOLD	レオポルト
LEOPOLDO	レオポルド
LEPAGE	ルパージュ
LEPAGNOL	ルパニョール
LEPELLETIER	ルペルシェ
LEPEN	ルペン
LEPESHINSKAYA	レペシンスカヤ
LEPETIT	ルプティ
LEPIDUS	レピドゥス
LEPINE	レピーヌ
LEPP	レップ
LEPS	レプス
LEPSIUS	レプシウス
LEQUEUX	ルクー
LERNER	レルナー
LEROY	ルロワ
LES	レス
LESA	リーシャ
LESCHETIZKY	レシェティツキー
LESER	レッサー
LESKOV	レスコフ
LESLIE	レズリー
LESOTHO	レソト
LESOURNE	ルスールヌ
LESPINASSE	レスピナス
LESSA	レッサ
LESSEPS	レセプス
LESSER	レッサー
LESSING	レッシング
LESSIUS	レッシウス
LESUR	ルシュール
LESURE	ルジュール
LESZEK	レシェク
LETITIA	レティシア
LETOURNEAU	ルトゥルノー
LEUPIN	ロイピン
LEUPOLD	ロイポルト
LEUSCHNER	ロイシュナー
LEUWERIK	ロイベリーク
LEV	レブ
LEVASSEUR	ルバスール
LEVELS	レベル
LEVENE	レビーン
LEVENS	レベンズ
LEVENSON	レベンソン
LEVENTAL	レベンターリ
LEVENTHAL	レーベンタール
LEVER	リーバー
LEVERING	レブリング
LEVERRIER	ルベリエ
LEVERTIN	レベルティン
LEVETZOW	レーベツォー
LEVEY	リービー
LEVIE	レビ
LEVIEV	レビエフ
LEVIN	レービン
LEVINE	リバイン
LEVINSON	レビンソン
LEVINTHAL	レビンソール
LEVITAN	レビタン
LEVITIN	レビチン
LEVITON	レビトン
LEVITT	レービット
LEVITZKI	レビツキー
LEVKO	レフコ
LEVY	レビ
LEW	ルー
LEWALD	レーワルト
LEWES	ルイス
LEWIN	ルーウィン
LEWINSKI	レブインスキー
LEWIS	ルイス
LEX	レックス
LEXER	レクサー
LEXINGTON	レキシントン
LEY	レーイ
LEYGRAF	レイグラーフ
LEYS	レイ
LEYTE	レイテ
LEYTON	レイトン
LIA	ライア
LIANE	リアーヌ
LIAPUNOV	リャプノフ
LIBAVIUS	リバビウス
LIBBEY	リッベイ
LIBBY	リビー
LIBELT	リベルト
LIBERIA	リベリア
LIBERMAN	リーベルマン
LIBERT	リベール
LIBES	リブス
LIBREVILLE	リーブルビル
LIBYA	リビア
LICHNOWSKY	リヒノフスキー
LICHT	リヒト
LICHTENBERG	リヒテンベルク
LICHTENBERGER	リシュタンベルジュ
LICHTENSTEIN	リヒテンシュタイン
LICIO	リチェオ
LIDDELL	リデル
LIDHOLM	リトホルム
LIDIA	リディア
LIDIN	リージン
LIDMAN	リドマン
LIE	リー
LIEBE	リーバ
LIEBENBERG	リーベンベルク
LIEBERMAN	リーバーマン
LIEBERMANN	リーベルマン
LIEBERT	リーバート
LIEBKNECHT	リープクネヒト
LIEBLING	リープリング
LIEBMAN	リーブマン
LIEBMANN	リープマン
LIEBOWITZ	リーボウィッツ
LIEBSCHER	リープシャー
LIECHTENSTEIN	リーヒテンシュタイン
LIEDER	リーダー
LIEDTKE	リートケ
LIEF	リーフ
LIENHARD	リーンハルト
LIEPMANN	リープマン
LIEVENS	リーフェンス
LIFTON	リフトン
LIGACHEV	リガチョフ
LIGGETT	リゲット
LIGHT	ライト
LIGHTFOOT	ライトフット
LIGHTHILL	ライトヒル
LIGNE	リニュ
LIGON	リーゴン
LIGORIO	リゴーリョ
LIGUORI	リグオーリ
LIKHACHEV	リハチョフ
LIKHANOV	リハーノフ
LILA	ライラ
LILAMAND	リラマン
LILBURNE	リルバーン
LILI	リリー
LILIAN	リリアン
LILIENFEIN	リーリエンファイン
LILIENFELD	リリエンフェルト
LILIENTHAL	リーリエンタール
LILJEFORS	リリェフォルス
LILL	リル
LILLARD	リラード
LILLE	リール
LILLI	リリー
LILLIAN	リリアン
LILLIE	リリー
LILLY	リリー
LILLYWHITE	リリーホワイト
LILONGWE	リロングウェ
LILY	リリー
LIM	リム
LIMA	リマ
LIMANN	リマン
LIMANTOUR	リマントウル
LIMBURG	ランブール
LIMERICK	リマリック
LIMMER	リマー
LIMOGES	リモージュ
LIMOSIN	リモザン
LINA	リナ
LINARES	リナレス
LINCH	レンチ
LIND	リンド
LINDA	リンダ
LINDAHL	リンダール
LINDAU	リンダウ
LINDBECK	リンドベック
LINDBERG	リントベルク
LINDBERGH	リンドバーグ
LINDBLOM	リンドブロム
LINDE	リンデ
LINDEBERG	リンデベリ
LINDEGREN	リンデグレン
LINDEMAN	リンデマン
LINDEMANN	リンデマン
LINDENBERG	リンデンベルク
LINDENTHAL	リンデンソール
LINDER	リンダー
LINDFORS	リンドフォース
LINDGREN	リンドグレーン
LINDHOLM	リンドホルム
LINDLEY	リンドレー
LINDNER	リンドナー
LINDOW	リンドウ
LINDSAY	リンゼイ
LINDSEY	リンジー
LINDVALL	リンドバル
LINES	ラインズ
LINEVICH	リネービチ
LING	リング
LINGELBACH	リンヘルバハ
LINGEN	リンゲン
LINGER	リンガー
LINGLE	リングル
LINGNAU	リングナウ
LINHARES	リンハレス
LINI	リニ
LINK	リンク
LINKLETTER	リンクレター
LINLITHGOW	リンリスゴー
LINN	リン
LINNA	リンナ
LINNEA	リネア
LINNEBACH	リンネバハ
LINO	リノ
LINSCHOTEN	リンスホーテン
LINSE	リンゼ
LINTON	リントン
LINUS	リヌス
LINZ	リンス
LION	リオン
LIONEL	リヨネル
LIONNE	リオンヌ
LIONS	リオン
LIPATTI	リパッティ
LIPCHITZ	リプシッツ
LIPFERT	リッペルト
LIPIETZ	リピエッツ
LIPINSKI	リピンスキ
LIPKIN	リプキン
LIPKIND	リプキンド
LIPMAN	リプマン
LIPMANN	リープマン
LIPP	リップ
LIPPE	リッペ
LIPPER	リッパー
LIPPERSHEY	リッペルスハイ
LIPPERT	リッペルト
LIPPINCOTT	リッピンコット
LIPPITT	リピット
LIPPMAN	リップマン
LIPPMANN	リップマン
LIPPOLD	リッポルド
LIPPS	リップス
LIPS	リップス
LIPSCHITZ	リプシッツ
LIPSCHUTZ	リプシュッツ
LIPSCOMB	リプスコム
LIPSEY	リプシー
LIPSIUS	リプシウス
LIPSON	リプソン
LIPTON	リプトン
LISA	リザ
LISBETH	リスベート
LISBON	リスボン
LISCHKA	リシュカ
LISE	リザ
LISELOTTE	リスロッテ
LISETTE	リゼット
LISHTVAN	リシトワン
LISI	リージ
LISITSIAN	リシチアン
LISITSYN	リシツイン
